,A10,A7,B8,C9,D10,E8,F9,G10,G7,H8
ENSMUSG00000056579,2726,1371,1581,2021,1904,2550,2847,1383,2073,1070
ENSMUSG00000034543,4678,1749,2023,3116,3014,4786,4109,2016,3244,1738
ENSMUSG00000020435,93,148,85,38,86,95,32,112,212,44
ENSMUSG00000084077,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000020434,57,17,27,23,43,76,50,17,29,11
ENSMUSG00000047205,1848,996,1088,1251,1713,1401,1588,908,1068,687
ENSMUSG00000048807,3937,1359,1847,2534,2756,1776,3556,1452,1407,1540
ENSMUSG00000020432,1509,2393,1175,2927,1515,3427,1774,1113,4826,453
ENSMUSG00000034493,1,0,2,2,2,0,0,0,0,1
ENSMUSG00000082816,13,8,7,12,5,6,8,4,13,10
ENSMUSG00000020430,10613,3679,3572,6277,8132,8139,8928,5921,3986,3599
ENSMUSG00000049721,27,23,1,47,164,6,7,0,7,15
ENSMUSG00000084170,1,1,0,2,0,1,2,0,0,2
ENSMUSG00000019368,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000054986,0,0,0,0,0,1,1,0,0,0
ENSMUSG00000004748,129,154,120,295,228,254,74,157,208,92
ENSMUSG00000003585,1126,854,573,987,635,570,596,399,531,529
ENSMUSG00000082364,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083838,0,0,0,0,1,0,1,0,1,0
ENSMUSG00000003581,1740,771,696,1363,897,988,1219,605,1040,591
ENSMUSG00000093080,15,7,5,12,9,13,10,6,9,2
ENSMUSG00000051427,1574,615,668,956,830,1073,785,449,968,422
ENSMUSG00000002129,8830,3651,3951,7576,6446,7725,6405,4502,4775,3523
ENSMUSG00000034412,3004,1308,1490,2299,1473,1776,2108,1141,1387,1120
ENSMUSG00000020424,220,72,136,153,160,173,193,65,98,76
ENSMUSG00000058755,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000034394,386,706,778,108,1538,169,294,311,359,570
ENSMUSG00000065627,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000020419,13,4,12,5,10,9,6,12,13,8
ENSMUSG00000034354,6614,2665,3246,5059,3928,5750,4471,2675,4062,2489
ENSMUSG00000081974,3,5,0,6,4,7,3,6,3,4
ENSMUSG00000056288,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020412,3466,1486,1515,2097,2592,2627,2351,1747,1381,1677
ENSMUSG00000059534,2950,3012,2274,3426,2876,2234,3870,2857,3203,3384
ENSMUSG00000009076,875,868,598,1189,919,618,965,873,880,714
ENSMUSG00000009075,1,0,0,0,0,0,2,0,0,0
ENSMUSG00000009073,4046,1218,1486,2065,1830,2201,2177,1256,1407,1744
ENSMUSG00000034285,1135,630,317,604,794,843,177,372,835,481
ENSMUSG00000098296,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000034274,2449,1295,1275,1914,1941,2037,2029,1562,1159,1466
ENSMUSG00000084381,7,2,4,7,11,6,5,3,8,2
ENSMUSG00000020396,1,0,0,1,5,4,3,0,0,0
ENSMUSG00000009090,5530,2015,2305,3764,3209,3201,3657,2346,2638,2580
ENSMUSG00000104880,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000034201,5120,2027,2907,3490,2388,2149,3815,1438,2286,2779
ENSMUSG00000034209,89,299,117,224,76,131,97,26,201,105
ENSMUSG00000009079,10924,10027,8165,12327,12199,11737,12802,9838,11860,10233
ENSMUSG00000034175,492,231,243,321,277,366,423,247,216,245
ENSMUSG00000034164,0,2,0,0,0,1,0,0,0,2
ENSMUSG00000020393,2512,1255,1171,1367,1797,1338,1306,1046,958,1410
ENSMUSG00000041961,536,289,350,311,431,341,456,297,413,389
ENSMUSG00000085189,1,0,0,4,0,2,0,0,2,1
ENSMUSG00000020484,1200,919,1104,1064,891,869,1196,753,721,2072
ENSMUSG00000020482,1236,444,628,631,799,818,650,562,634,663
ENSMUSG00000020481,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081021,5,6,5,5,3,7,4,5,4,1
ENSMUSG00000020477,1546,1159,846,1199,958,806,1210,708,979,1297
ENSMUSG00000049680,1978,789,1030,1192,1378,1219,1255,646,667,1177
ENSMUSG00000083844,373,233,223,522,313,457,322,285,270,299
ENSMUSG00000020476,5883,1837,2404,4741,3249,4026,3604,1905,1798,3113
ENSMUSG00000020475,3,2,7,81,1,35,15,1,166,2
ENSMUSG00000080904,7,6,3,8,8,1,9,6,15,7
ENSMUSG00000020474,1108,551,541,725,810,679,837,477,631,569
ENSMUSG00000020473,18585,6418,7443,19804,10153,17807,17288,5410,11431,9124
ENSMUSG00000020471,4373,1733,2071,2981,2764,2997,3353,2293,1729,2655
ENSMUSG00000020469,0,1,0,1,2,0,1,0,0,0
ENSMUSG00000041798,0,10,0,7,1,7,0,0,5,1
ENSMUSG00000002741,4592,1393,2018,2717,2637,2908,2754,1897,1341,2315
ENSMUSG00000057897,177,597,393,33,523,135,34,223,197,368
ENSMUSG00000053838,3213,1222,1440,1660,2223,1800,1848,1425,1201,1440
ENSMUSG00000083022,14,25,26,30,34,17,35,36,34,29
ENSMUSG00000083209,0,1,1,1,0,0,0,2,8,0
ENSMUSG00000096923,5,9,1,2,7,5,4,2,7,3
ENSMUSG00000020447,1,3,1,0,1,1,0,2,2,0
ENSMUSG00000081153,0,1,0,1,2,2,2,0,0,2
ENSMUSG00000004393,2749,778,1016,1738,2043,2202,2051,1206,847,1444
ENSMUSG00000004394,3007,1978,1639,3317,2506,2503,1702,1794,2707,2113
ENSMUSG00000020456,11874,3461,4321,9515,6887,7183,6765,4984,4322,4899
ENSMUSG00000041164,3117,1404,1640,2169,2092,1819,2333,1379,1924,1619
ENSMUSG00000098516,1,1,0,1,0,2,0,0,0,0
ENSMUSG00000071866,12364,11478,8504,16912,15627,11730,17845,14514,11433,13371
ENSMUSG00000041126,2512,3644,2515,4048,1805,2880,2515,2085,3640,2991
ENSMUSG00000079988,3,0,0,1,1,0,0,0,0,3
ENSMUSG00000083693,0,1,0,1,1,0,1,1,1,0
ENSMUSG00000084280,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000094483,4693,3067,3179,4543,3072,3575,3334,2619,3774,3523
ENSMUSG00000086839,4,4,2,0,2,0,1,0,1,0
ENSMUSG00000020437,1,1,2,19,7,38,6,4,10,5
ENSMUSG00000085156,194,85,102,133,363,176,249,151,123,168
ENSMUSG00000088688,0,1,0,0,2,1,0,1,0,0
ENSMUSG00000000378,2785,1419,1486,2249,2330,2018,2364,1406,1572,1974
ENSMUSG00000084231,2,2,2,4,1,6,2,2,0,2
ENSMUSG00000041073,20,55,42,80,12,45,12,20,27,28
ENSMUSG00000000384,2543,777,945,1301,2495,1711,1801,1365,740,1238
ENSMUSG00000064495,0,1,0,1,1,0,0,3,0,1
ENSMUSG00000065686,0,0,0,0,0,0,1,0,1,0
ENSMUSG00000086373,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041046,280,80,24,26,305,180,130,83,135,133
ENSMUSG00000083075,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083819,0,0,2,0,0,2,0,0,0,1
ENSMUSG00000082579,1,1,1,1,1,1,1,3,1,0
ENSMUSG00000020431,0,0,0,0,0,0,5,0,0,0
ENSMUSG00000020427,11,5,2,3,7,87,7,9,1,5
ENSMUSG00000083553,1,1,0,3,3,2,5,0,1,1
ENSMUSG00000020422,2884,1890,2155,2795,2964,3556,2785,2169,1950,2558
ENSMUSG00000046634,1,0,2,0,3,0,0,0,1,6
ENSMUSG00000020413,588,198,183,244,404,432,343,239,226,274
ENSMUSG00000040985,0,0,0,0,3,0,0,1,0,0
ENSMUSG00000040978,7,6,3,8,11,7,12,14,4,3
ENSMUSG00000020407,25,51,34,8,235,2,55,74,1,115
ENSMUSG00000101841,13,14,10,12,18,11,11,12,2,12
ENSMUSG00000004668,0,0,2,0,1,0,4,2,0,1
ENSMUSG00000081629,12,12,4,16,15,17,10,5,13,11
ENSMUSG00000082312,0,1,1,0,0,0,0,0,0,0
ENSMUSG00000050830,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000081325,1,0,1,1,2,1,1,1,1,2
ENSMUSG00000035455,3609,3315,2416,3411,3059,3452,3491,3079,4390,2690
ENSMUSG00000020182,0,0,0,0,0,0,0,0,6,0
ENSMUSG00000086391,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020176,1389,485,1514,8,1113,4484,3731,3886,0,1400
ENSMUSG00000020173,35,10,4,0,27,2,12,79,0,2
ENSMUSG00000086584,0,1,0,0,1,0,0,1,0,0
ENSMUSG00000083859,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000081631,1,1,0,0,2,0,1,0,0,0
ENSMUSG00000084183,5,0,0,0,1,1,5,2,0,0
ENSMUSG00000082410,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078974,820,750,590,1002,831,694,1014,788,829,1130
ENSMUSG00000084347,9,5,8,6,9,7,7,6,3,7
ENSMUSG00000101316,13,2,2,6,5,7,14,3,2,3
ENSMUSG00000081332,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064831,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000020122,425,517,316,211,527,875,396,375,480,410
ENSMUSG00000085091,6,4,3,7,5,12,2,2,1,1
ENSMUSG00000087060,255,408,231,197,218,214,238,249,344,225
ENSMUSG00000044966,156,44,69,50,83,92,92,60,37,52
ENSMUSG00000020120,0,0,0,0,0,5,0,1,7,0
ENSMUSG00000044629,0,0,0,0,0,23,0,67,139,2
ENSMUSG00000082099,0,0,0,1,1,0,3,1,0,0
ENSMUSG00000033953,2997,1646,1565,2823,1854,2977,2509,1658,1809,2157
ENSMUSG00000078970,937,383,383,589,533,801,671,407,362,528
ENSMUSG00000020116,2967,1315,1370,2209,3174,2540,3553,2257,1430,1670
ENSMUSG00000000581,1731,1249,928,1863,1361,2403,1954,1339,1517,1222
ENSMUSG00000016984,1203,722,548,734,820,826,919,765,738,658
ENSMUSG00000086468,15,17,18,12,7,13,15,11,23,6
ENSMUSG00000084413,1,2,1,5,5,2,4,5,4,4
ENSMUSG00000081302,1,0,0,1,2,0,1,2,0,0
ENSMUSG00000082852,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085743,0,1,0,1,1,0,0,0,0,1
ENSMUSG00000020160,168,121,133,143,175,204,204,144,167,117
ENSMUSG00000104184,2,2,6,4,0,3,3,4,0,1
ENSMUSG00000104244,0,1,1,3,1,0,4,0,1,1
ENSMUSG00000103828,2,0,1,1,0,0,1,0,0,0
ENSMUSG00000082737,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082100,0,0,2,0,0,1,0,1,0,0
ENSMUSG00000045671,900,840,608,457,820,518,798,684,531,1133
ENSMUSG00000020152,10238,3411,4267,6159,6235,6027,6444,4409,3616,4200
ENSMUSG00000085035,0,0,1,0,1,0,0,1,1,1
ENSMUSG00000020149,6886,5203,5013,7476,7040,5660,8335,5874,4557,6384
ENSMUSG00000044066,1472,529,599,688,776,934,681,478,553,824
ENSMUSG00000020142,1137,423,465,932,545,991,1173,349,158,1121
ENSMUSG00000078965,6,6,3,8,9,7,5,6,7,10
ENSMUSG00000083878,0,0,1,1,0,0,4,0,1,1
ENSMUSG00000049800,2579,1157,1146,1926,1864,1890,1819,943,1316,1407
ENSMUSG00000083555,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000049659,2137,1148,1285,1027,3667,1366,1339,890,1221,2282
ENSMUSG00000042363,1115,346,362,1428,488,894,846,334,603,573
ENSMUSG00000086749,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082157,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000020134,925,920,788,1033,1293,1035,836,589,968,1100
ENSMUSG00000084362,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000020128,1435,779,843,975,1442,1031,919,756,906,1039
ENSMUSG00000001891,4177,1633,2208,13286,2123,16063,13505,1775,4566,2460
ENSMUSG00000089555,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000087253,0,0,0,0,1,2,0,0,0,0
ENSMUSG00000082607,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020321,6671,5510,4116,9154,5701,6250,7804,5647,7329,5788
ENSMUSG00000020319,242,119,107,210,92,165,115,98,151,53
ENSMUSG00000083761,4,1,0,4,2,1,0,2,1,1
ENSMUSG00000082874,2,0,0,0,1,0,1,0,0,0
ENSMUSG00000005917,233,127,148,309,98,221,265,126,104,129
ENSMUSG00000042302,1239,498,547,1026,638,1015,1073,558,725,631
ENSMUSG00000083580,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000085856,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000049904,120,45,43,136,73,112,109,48,66,49
ENSMUSG00000097173,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000086256,0,0,0,3,0,1,3,0,1,0
ENSMUSG00000085979,2,0,0,2,0,0,0,1,0,0
ENSMUSG00000085803,13,4,6,6,4,8,3,2,5,4
ENSMUSG00000084081,3,1,2,1,0,1,0,0,1,0
ENSMUSG00000101716,0,0,0,0,1,0,0,0,1,0
ENSMUSG00000082576,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000051650,6,2,2,3,0,1,0,0,0,1
ENSMUSG00000092626,20,9,6,8,4,1,18,10,3,4
ENSMUSG00000051355,363,334,284,467,350,292,369,346,267,345
ENSMUSG00000044068,743,539,460,795,531,511,905,491,838,587
ENSMUSG00000007739,13170,5625,6149,8521,10255,8411,12074,8490,4540,8290
ENSMUSG00000049811,199,85,61,241,42,116,115,48,88,42
ENSMUSG00000085665,34,8,22,35,21,27,35,20,20,10
ENSMUSG00000020290,7996,3428,3967,5785,6401,5704,5292,4983,4305,3859
ENSMUSG00000056342,5729,2065,2372,3055,2899,3820,3389,2630,2090,2349
ENSMUSG00000065591,7,7,4,5,7,6,4,6,4,7
ENSMUSG00000020288,1757,909,778,1547,1200,1060,1543,1124,1312,1024
ENSMUSG00000106362,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086459,0,0,0,0,2,1,1,1,1,2
ENSMUSG00000020286,2,4,2,1,2,0,0,6,2,0
ENSMUSG00000085415,2,1,2,3,2,0,3,4,3,0
ENSMUSG00000042208,1686,565,555,773,684,682,1072,877,423,559
ENSMUSG00000089103,0,1,0,0,0,0,0,0,1,0
ENSMUSG00000020283,1133,855,766,1235,764,945,1027,651,973,827
ENSMUSG00000020280,1111,314,427,574,776,800,648,440,363,500
ENSMUSG00000020275,626,342,279,313,350,228,255,261,354,309
ENSMUSG00000020273,641,289,425,462,427,466,445,351,386,504
ENSMUSG00000084769,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000004018,145,165,139,230,150,206,126,77,161,121
ENSMUSG00000081811,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064090,641,398,406,533,662,475,719,434,267,620
ENSMUSG00000068314,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000069939,8,6,4,8,6,13,6,7,6,12
ENSMUSG00000083201,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032889,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000032878,2,1,3,0,0,0,0,4,0,0
ENSMUSG00000020467,2301,1506,2076,3547,2381,3017,5037,2360,2288,1625
ENSMUSG00000081695,0,0,2,1,2,0,3,0,0,1
ENSMUSG00000020464,2474,1257,2040,1654,5672,1895,2326,1400,1284,3093
ENSMUSG00000086725,67,36,27,37,54,33,42,34,51,33
ENSMUSG00000020463,3487,1474,1655,2062,2281,2300,2047,1861,1390,1924
ENSMUSG00000020462,2072,1132,864,2205,1004,1239,1832,903,1823,1143
ENSMUSG00000032740,2349,1279,1226,1652,1125,1593,1484,1248,1178,1197
ENSMUSG00000032673,241,277,199,274,280,223,341,278,260,282
ENSMUSG00000085165,13,7,4,1,3,2,3,0,9,0
ENSMUSG00000020459,1011,791,663,734,911,823,750,616,786,716
ENSMUSG00000020460,7342,3594,3631,5339,7504,5014,6292,5816,3084,6046
ENSMUSG00000020461,13,5,6,4,13,9,7,2,3,2
ENSMUSG00000081575,0,0,1,0,0,0,0,1,0,0
ENSMUSG00000086707,0,0,0,0,0,0,0,0,2,0
ENSMUSG00000085893,5,3,2,4,5,3,6,6,2,1
ENSMUSG00000084850,0,0,2,2,0,0,1,0,1,0
ENSMUSG00000083917,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000020458,9942,7397,6191,8912,9287,7518,11960,7510,4731,8601
ENSMUSG00000044072,294,180,165,191,223,267,148,223,282,109
ENSMUSG00000078157,2,0,1,5,1,1,3,2,0,1
ENSMUSG00000080851,0,2,0,0,5,0,2,0,0,0
ENSMUSG00000020315,15713,5078,7211,12163,5913,13254,10083,6368,9591,5019
ENSMUSG00000101872,0,0,0,0,0,2,0,0,0,0
ENSMUSG00000073073,3,6,3,2,7,5,4,1,4,6
ENSMUSG00000040919,1,1,0,5,0,8,1,0,6,0
ENSMUSG00000060923,51,81,56,133,58,42,96,75,112,39
ENSMUSG00000081712,1,0,0,0,0,0,0,0,0,1
ENSMUSG00000082078,2,2,0,0,0,0,1,2,1,0
ENSMUSG00000081887,4,3,1,3,2,4,6,4,2,2
ENSMUSG00000083655,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000040850,5213,1319,1550,1817,1915,2259,1799,1499,994,1750
ENSMUSG00000043999,3,1,1,3,1,2,3,1,2,0
ENSMUSG00000084146,0,2,1,2,3,1,0,1,1,1
ENSMUSG00000020311,894,815,780,1025,959,1024,677,713,841,972
ENSMUSG00000020305,528,461,387,374,517,471,541,417,325,529
ENSMUSG00000020309,317,255,292,490,331,223,365,276,263,295
ENSMUSG00000082049,0,1,0,0,0,0,0,0,1,0
ENSMUSG00000020303,0,15,29,0,139,32,9,36,0,159
ENSMUSG00000044502,1505,1000,846,1456,1789,1402,1652,1259,1232,1407
ENSMUSG00000085772,0,1,0,0,3,0,0,1,1,0
ENSMUSG00000020300,860,537,465,466,745,483,478,596,663,452
ENSMUSG00000020297,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000081613,0,1,0,0,2,1,2,3,1,1
ENSMUSG00000020279,2,0,0,3,1,3,2,0,1,1
ENSMUSG00000040767,933,627,520,970,735,747,670,669,649,742
ENSMUSG00000020282,3043,1912,2230,1929,2979,1977,2678,1762,1468,2404
ENSMUSG00000020289,734,306,484,587,658,699,629,403,493,414
ENSMUSG00000020287,998,1129,810,873,1253,1038,1041,796,952,963
ENSMUSG00000055609,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000069919,0,2,0,2,0,0,1,0,1,2
ENSMUSG00000073063,0,1,0,0,1,0,0,0,0,0
ENSMUSG00000069917,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000040711,3145,1540,1716,1654,1586,2829,1824,1495,1725,2352
ENSMUSG00000044949,402,99,165,192,208,302,172,156,57,226
ENSMUSG00000044056,20,22,22,13,16,18,13,14,10,15
ENSMUSG00000020272,2047,675,980,625,1250,998,926,884,695,825
ENSMUSG00000020271,3434,1278,1905,1893,2304,2537,1926,1549,1206,2056
ENSMUSG00000083303,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000085402,0,0,0,0,1,1,0,1,0,0
ENSMUSG00000081254,1,0,0,0,0,0,0,0,0,1
ENSMUSG00000081076,5,4,7,6,3,4,4,2,4,7
ENSMUSG00000057967,0,9,19,5,7,1,2,2,5,2
ENSMUSG00000057113,25664,17504,12196,17672,32518,23611,25839,27620,19270,21164
ENSMUSG00000099902,2,3,3,9,4,6,7,2,4,2
ENSMUSG00000040610,0,0,0,1,0,0,0,1,0,0
ENSMUSG00000040594,575,303,292,311,308,338,428,301,205,239
ENSMUSG00000098456,0,2,0,1,1,0,2,0,2,0
ENSMUSG00000069913,0,1,0,0,0,0,0,1,0,0
ENSMUSG00000053519,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000020155,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002699,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000069910,1820,779,836,1318,1358,1232,1781,1489,631,1097
ENSMUSG00000056427,0,44,0,0,344,835,41,36,17,6
ENSMUSG00000088125,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082309,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000086311,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065583,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000018846,2419,1612,1809,1586,1817,2259,1892,1512,1634,1879
ENSMUSG00000018848,6297,3804,3634,5065,7393,5136,7148,6590,3063,4908
ENSMUSG00000018849,8130,2050,3013,1998,5122,2823,4086,4635,2681,3479
ENSMUSG00000081571,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000049336,0,1,0,0,0,0,1,0,0,0
ENSMUSG00000082587,0,1,0,3,1,1,0,0,0,3
ENSMUSG00000082295,0,1,0,0,0,0,0,0,0,2
ENSMUSG00000082390,0,0,0,0,0,0,0,2,0,0
ENSMUSG00000082087,1,1,4,0,2,0,1,2,0,1
ENSMUSG00000042032,2328,1387,1650,2296,1934,2714,2522,1428,1314,1881
ENSMUSG00000020330,3629,972,1565,2379,1575,1865,1886,1665,705,1637
ENSMUSG00000020328,1533,790,811,1608,1409,1489,1462,1001,920,1123
ENSMUSG00000020326,3431,1201,1979,5792,2600,3505,4716,1851,1693,1821
ENSMUSG00000084129,1,0,1,1,2,3,2,3,2,5
ENSMUSG00000058809,39,20,12,20,25,38,34,29,21,10
ENSMUSG00000081847,0,0,0,0,0,0,1,0,0,1
ENSMUSG00000010803,0,7,0,22,30,3,0,126,16,0
ENSMUSG00000020428,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000007653,0,4,0,21,26,32,1,32,19,0
ENSMUSG00000055415,0,0,0,0,1,5,2,0,2,0
ENSMUSG00000085533,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000086170,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000020415,954,1181,1041,1573,3138,1273,1568,1082,2007,1293
ENSMUSG00000020409,2363,1492,1385,1854,2493,2101,2446,1783,1485,1744
ENSMUSG00000046491,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044707,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083662,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000044950,872,536,515,578,718,650,615,564,511,511
ENSMUSG00000041278,1997,1086,1113,1552,2062,1493,1798,1346,1355,1547
ENSMUSG00000050541,5,9,10,10,11,20,30,1,4,48
ENSMUSG00000087172,0,0,0,3,1,0,1,0,0,0
ENSMUSG00000041231,1111,488,595,738,961,899,925,698,491,737
ENSMUSG00000019189,3712,2108,1936,4934,1583,2350,2799,1598,2813,2308
ENSMUSG00000102563,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000057098,2,1,13,43,1,293,90,14,0,0
ENSMUSG00000080981,3,1,1,1,2,1,0,1,0,2
ENSMUSG00000086686,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083017,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081251,7,5,13,10,14,11,15,8,11,12
ENSMUSG00000006169,4610,1740,1656,1973,3629,4092,2647,2613,2044,1922
ENSMUSG00000044847,821,335,272,377,671,611,546,495,336,360
ENSMUSG00000011254,827,555,358,537,1297,944,864,1089,546,442
ENSMUSG00000040489,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000082870,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000069899,42,43,45,54,65,34,34,44,62,64
ENSMUSG00000011256,0,0,39,0,1,209,2,1,0,1
ENSMUSG00000020411,0,0,0,0,0,3,1,1,0,0
ENSMUSG00000020340,1,9,0,0,16,3,0,8,2,2
ENSMUSG00000048721,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081078,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020395,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020397,1071,686,488,872,856,1030,1187,641,1284,793
ENSMUSG00000097457,0,0,0,3,0,0,0,1,0,0
ENSMUSG00000082530,11,9,4,8,9,15,13,8,8,8
ENSMUSG00000020399,0,1,2,1,1,1,4,2,2,0
ENSMUSG00000078924,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000086981,0,1,0,0,1,0,0,0,0,0
ENSMUSG00000082749,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046974,0,0,0,0,26,0,0,20,0,0
ENSMUSG00000040413,0,2,0,0,4,0,0,0,0,0
ENSMUSG00000080776,74,53,36,63,109,60,95,80,57,75
ENSMUSG00000040405,0,1,0,0,4,0,0,1,1,0
ENSMUSG00000020354,6,66,53,2,107,3,6,75,9,117
ENSMUSG00000082792,43,32,11,28,38,24,35,32,39,29
ENSMUSG00000081952,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000083159,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083460,4,2,2,6,2,3,2,3,4,3
ENSMUSG00000082454,91,28,67,66,73,104,72,60,73,54
ENSMUSG00000020372,36828,22477,23137,26861,39515,28971,32518,26440,15588,40032
ENSMUSG00000040365,2407,1281,1259,1810,1938,1785,1717,1184,1550,1513
ENSMUSG00000078154,200,133,140,250,210,106,245,166,106,199
ENSMUSG00000040350,129,137,192,164,132,95,299,54,61,150
ENSMUSG00000086245,0,0,0,0,0,0,1,1,0,1
ENSMUSG00000046879,556,1901,4518,914,12010,2234,4944,874,946,10643
ENSMUSG00000058163,1,4,9,1,17,4,6,1,1,29
ENSMUSG00000048852,2,19,41,8,114,22,17,4,12,129
ENSMUSG00000078153,195,204,275,392,893,281,324,214,224,458
ENSMUSG00000069893,25,6,29,4,78,25,29,13,2,17
ENSMUSG00000040328,0,0,0,0,5,6,2,0,3,11
ENSMUSG00000078922,1,14,39,5,195,19,27,4,8,240
ENSMUSG00000084153,2,0,1,1,1,2,1,1,0,0
ENSMUSG00000069892,117,50,102,51,165,107,263,77,47,163
ENSMUSG00000078921,1,2,14,0,45,13,8,0,1,120
ENSMUSG00000078920,14,121,241,40,983,247,196,30,165,1213
ENSMUSG00000082116,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000040283,2,0,0,0,0,3,1,1,0,0
ENSMUSG00000046311,1074,825,858,785,849,873,1036,666,770,988
ENSMUSG00000020346,2374,1123,1475,2326,2429,2281,2407,1499,952,1714
ENSMUSG00000059864,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101750,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045421,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102024,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000069890,1,1,0,0,0,0,1,0,0,0
ENSMUSG00000081791,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020357,5515,528,881,489,2448,1191,2462,808,1079,471
ENSMUSG00000020362,6110,2829,2750,3546,3085,3992,2864,2422,4036,2864
ENSMUSG00000083061,177,110,96,178,188,126,146,155,171,140
ENSMUSG00000081934,0,0,0,1,0,0,0,1,0,0
ENSMUSG00000020363,37,2,0,23,0,177,2,4,137,0
ENSMUSG00000020366,1852,670,645,1062,861,1165,1499,688,956,938
ENSMUSG00000020374,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000020376,910,503,92,147,90,375,794,183,387,129
ENSMUSG00000084302,0,0,0,0,1,1,4,0,0,0
ENSMUSG00000036644,3318,902,1037,1965,1311,2027,1871,980,861,1357
ENSMUSG00000085192,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000020381,529,487,361,680,331,594,396,375,753,326
ENSMUSG00000015837,20461,19044,21618,17211,24352,16354,35093,18295,12648,27812
ENSMUSG00000036620,4986,2638,3047,3573,2185,2367,3995,1775,2245,4033
ENSMUSG00000098474,0,0,0,8,2,2,1,0,0,0
ENSMUSG00000020377,7,1,3,12,6,12,11,1,19,1
ENSMUSG00000097887,20,18,7,12,19,19,20,5,22,6
